Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
MB DISTRIBUIDORA,06752049000268,015499,6.0,20250122,20250130
MB DISTRIBUIDORA,06752049000268,015499,6.0,20250328,        
W. NORTE,51050054000364,015499,6.0,20250306,20250306
W.CO LOGISTICA EM DU,19246547000108,015499,6.0,20250314,20250327
MB DISTRIBUIDORA,06752049000268,015499,6.0,20250121,20250130
LM MOTO,70963418000341,015499,6.0,20250124,20250204
LM MOTO,70963418000341,015499,6.0,20250204,20250211
W.SP LOGISTICA,11247454000188,015499,6.0,20250121,20250204
W.SP LOGISTICA,11247454000188,015499,6.0,20250122,20250204
LM MOTO,70963418000341,015499,6.0,20250328,        
W. NORDESTE,22101582000135,015507,6.0,20250121,20250210
W.CO LOGISTICA EM DU,19246547000108,015507,12.0,20250121,20250219
W.SP LOGISTICA,11247454000188,015507,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015507,12.0,20250121,20250130
W SUL DIST E IMP DE,08111865000137,015507,6.0,20250121,20250218
MB DISTRIBUIDORA,06752049000268,015507,6.0,20250122,20250130
W SUL DIST E IMP DE,08111865000137,015507,6.0,20250124,20250218
W.SP LOGISTICA,11247454000188,015507,12.0,20250122,20250204
LM MOTO,70963418000341,015507,6.0,20250328,        
LM MOTO,70963418000341,015507,12.0,20250328,        
W. NORDESTE,22101582000135,015507,12.0,20250124,20250210
LM MOTO,70963418000341,015507,6.0,20250124,20250204
LM MOTO,70963418000341,015507,6.0,20250204,20250211
W. NORTE,51050054000364,015507,6.0,20250328,        
MB DISTRIBUIDORA,06752049000268,015512,6.0,20250107,20250130
LM MOTO,70963418000341,015519,6.0,20250109,20250110
LM MOTO,70963418000341,015527,6.0,20250124,20250211
LM MOTO,70963418000341,015527,6.0,20250328,        
W.CO LOGISTICA EM DU,19246547000108,015527,12.0,20250124,20250219
W SUL DIST E IMP DE,08111865000137,015527,18.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,015527,6.0,20250314,20250320
W SUL DIST E IMP DE,08111865000137,015527,24.0,20250124,20250218
MB DISTRIBUIDORA,06752049000268,015527,18.0,20250124,20250320
W SUL DIST E IMP DE,08111865000137,015527,24.0,20250306,20250307
W.SP LOGISTICA,11247454000188,015527,18.0,20250124,20250214
LM MOTO,70963418000341,015527,6.0,20250328,        
W. NORTE,51050054000364,014810,20.0,20250211,20250228
W.SP LOGISTICA,11247454000188,014810,110.0,20250311,20250311
W SUL DIST E IMP DE,08111865000137,014810,20.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,014810,10.0,20250107,20250108
W.SP LOGISTICA,11247454000188,014810,400.0,20250210,20250214
W. NORDESTE,22101582000135,014810,10.0,20250124,20250127
W.SP LOGISTICA,11247454000188,014810,20.0,20250109,20250110
W.SP LOGISTICA,11247454000188,014810,3.0,20250117,20250117
W.SP LOGISTICA,11247454000188,014810,10.0,20250129,20250204
W.SP LOGISTICA,11247454000188,014810,20.0,20250204,20250214
W. NORTE,51050054000364,014810,30.0,20250210,20250228
LM MOTO,70963418000341,014810,10.0,20250122,20250124
LM MOTO,70963418000341,014810,10.0,20250124,20250124
LM MOTO,70963418000341,014810,30.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,014810,20.0,20250125,20250127
W SUL DIST E IMP DE,08111865000137,014810,10.0,20250107,20250116
LM MOTO,70963418000341,014833,100.0,20250228,20250306
W.SP LOGISTICA,11247454000188,014833,300.0,20250228,20250321
MB DISTRIBUIDORA,06752049000268,014833,50.0,20250228,20250306
W.SP LOGISTICA,11247454000188,015146,10.0,20250117,20250124
W SUL DIST E IMP DE,08111865000137,015146,10.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,015146,10.0,20250117,20250128
W.SP LOGISTICA,11247454000188,015146,10.0,20250122,20250124
W SUL DIST E IMP DE,08111865000137,015146,10.0,20250306,20250307
LM MOTO,70963418000341,015177,20.0,20250220,20250221
LM MOTO,70963418000341,015177,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015177,20.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015177,80.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015177,10.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,015177,10.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015177,30.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015177,10.0,20250306,20250307
W.SP LOGISTICA,11247454000188,015206,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,015206,10.0,20250107,20250116
W.SP LOGISTICA,11247454000188,015206,10.0,20250122,20250124
W.SP LOGISTICA,11247454000188,015206,10.0,20250204,20250204
W SUL DIST E IMP DE,08111865000137,015231,10.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,015233,5.0,20250107,20250116
W.CO LOGISTICA EM DU,19246547000108,015233,5.0,20250122,20250127
W. NORTE,51050054000364,015254,10.0,20250130,20250228
W SUL DIST E IMP DE,08111865000137,015254,40.0,20250130,20250218
MB DISTRIBUIDORA,06752049000268,015254,10.0,20250130,20250203
W.SP LOGISTICA,11247454000188,015263,40.0,20250107,20250110
LM MOTO,70963418000341,015263,10.0,20250107,20250110
W.SP LOGISTICA,11247454000188,015263,20.0,20250122,20250124
W.SP LOGISTICA,11247454000188,015265,30.0,20250107,20250110
LM MOTO,70963418000341,015265,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,015265,10.0,20250107,20250116
LM MOTO,70963418000341,015270,5.0,20250331,20250402
LM MOTO,70963418000341,015270,20.0,20250331,20250402
W.CO LOGISTICA EM DU,19246547000108,015270,10.0,20250331,        
W SUL DIST E IMP DE,08111865000137,015270,25.0,20250331,        
W. NORDESTE,22101582000135,015270,5.0,20250331,        
W. NORDESTE,22101582000135,015270,5.0,20250331,        
W.CO LOGISTICA EM DU,19246547000108,015270,5.0,20250331,        
W SUL DIST E IMP DE,08111865000137,015270,10.0,20250331,20250331
W.SP LOGISTICA,11247454000188,015270,10.0,20250331,        
W.SP LOGISTICA,11247454000188,015270,20.0,20250331,        
MB DISTRIBUIDORA,06752049000268,015270,5.0,20250331,20250331
MB DISTRIBUIDORA,06752049000268,015270,15.0,20250331,20250331
MB DISTRIBUIDORA,06752049000268,015280,50.0,20250130,20250203
W.CO LOGISTICA EM DU,19246547000108,015293,100.0,20250305,        
LM MOTO,70963418000341,015293,600.0,20250228,20250306
MB DISTRIBUIDORA,06752049000268,015293,200.0,20250228,20250306
W SUL DIST E IMP DE,08111865000137,015293,100.0,20250228,20250307
W. NORDESTE,22101582000135,015293,300.0,20250228,20250312
W. NORDESTE,22101582000135,015293,300.0,20250305,20250320
W.CO LOGISTICA EM DU,19246547000108,015293,200.0,20250403,        
W.CO LOGISTICA EM DU,19246547000108,015293,100.0,20250228,20250318
W.CO LOGISTICA EM DU,19246547000108,015293,100.0,20250403,        
W.CO LOGISTICA EM DU,19246547000108,015293,200.0,20250403,        
W.CO LOGISTICA EM DU,19246547000108,015293,200.0,20250403,        
W.SP LOGISTICA,11247454000188,015295,100.0,20250228,20250321
MB DISTRIBUIDORA,06752049000268,015295,100.0,20250228,20250306
W.SP LOGISTICA,11247454000188,015295,100.0,20250228,20250311
W.CO LOGISTICA EM DU,19246547000108,015300,100.0,20250305,        
W.CO LOGISTICA EM DU,19246547000108,015300,100.0,20250403,        
W SUL DIST E IMP DE,08111865000137,015300,50.0,20250312,        
W.SP LOGISTICA,11247454000188,015300,100.0,20250228,20250311
MB DISTRIBUIDORA,06752049000268,015300,100.0,20250228,20250306
W. NORDESTE,22101582000135,015300,50.0,20250305,20250320
W. NORDESTE,22101582000135,015301,400.0,20250228,20250312
LM MOTO,70963418000341,015301,100.0,20250228,20250306
W.CO LOGISTICA EM DU,19246547000108,015301,100.0,20250228,20250318
W.CO LOGISTICA EM DU,19246547000108,015303,50.0,20250305,        
W. NORDESTE,22101582000135,015303,25.0,20250228,20250312
W. NORDESTE,22101582000135,015303,25.0,20250305,20250320
MB DISTRIBUIDORA,06752049000268,015303,20.0,20250110,20250114
MB DISTRIBUIDORA,06752049000268,015303,10.0,20250130,20250203
W. NORTE,51050054000364,015303,6.0,20250109,20250114
W. NORTE,51050054000364,015303,25.0,20250130,20250228
W SUL DIST E IMP DE,08111865000137,015303,25.0,20250312,        
W SUL DIST E IMP DE,08111865000137,015303,5.0,20250116,20250128
W.SP LOGISTICA,11247454000188,014453,20.0,20250122,20250124
W SUL DIST E IMP DE,08111865000137,014453,20.0,20250307,20250314
LM MOTO,70963418000341,014514,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,014514,10.0,20250107,20250116
W.SP LOGISTICA,11247454000188,014653,6.0,20250204,20250214
W SUL DIST E IMP DE,08111865000137,014653,6.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,014653,6.0,20250307,20250317
MB DISTRIBUIDORA,06752049000268,014653,18.0,20250107,20250130
W SUL DIST E IMP DE,08111865000137,014653,6.0,20250109,20250116
W SUL DIST E IMP DE,08111865000137,014653,6.0,20250123,20250218
W.SP LOGISTICA,11247454000188,014653,6.0,20250109,20250110
LM MOTO,70963418000341,014655,36.0,20250107,20250204
W.CO LOGISTICA EM DU,19246547000108,014655,12.0,20250107,20250219
W. NORDESTE,22101582000135,014655,2.0,20250109,20250116
W SUL DIST E IMP DE,08111865000137,014655,18.0,20250107,20250218
W. NORDESTE,22101582000135,014655,12.0,20250107,20250210
MB DISTRIBUIDORA,06752049000268,014655,48.0,20250107,20250130
W.SP LOGISTICA,11247454000188,014655,12.0,20250107,20250204
W SUL DIST E IMP DE,08111865000137,014655,6.0,20250109,20250116
LM MOTO,70963418000341,014684,3.0,20250109,20250110
W SUL DIST E IMP DE,08111865000137,014686,6.0,20250306,20250307
W. NORDESTE,22101582000135,014707,100.0,20250228,20250312
W. NORDESTE,22101582000135,014707,100.0,20250305,20250320
W.SP LOGISTICA,11247454000188,014707,100.0,20250228,20250321
MB DISTRIBUIDORA,06752049000268,014707,100.0,20250228,20250306
LM MOTO,70963418000341,013598,400.0,20250228,20250306
W. NORDESTE,22101582000135,013598,600.0,20250228,20250312
W. NORDESTE,22101582000135,013598,100.0,20250305,20250320
LM MOTO,70963418000341,013598,200.0,20250228,20250306
W.SP LOGISTICA,11247454000188,013598,1300.0,20250228,20250321
W SUL DIST E IMP DE,08111865000137,013598,100.0,20250312,        
W.SP LOGISTICA,11247454000188,013598,500.0,20250228,20250311
MB DISTRIBUIDORA,06752049000268,013598,300.0,20250228,20250306
MB DISTRIBUIDORA,06752049000268,013598,200.0,20250228,20250306
W SUL DIST E IMP DE,08111865000137,013691,20.0,20250107,20250116
LM MOTO,70963418000341,013722,5.0,20250331,20250402
LM MOTO,70963418000341,013722,5.0,20250331,20250402
W SUL DIST E IMP DE,08111865000137,013722,5.0,20250331,        
W.CO LOGISTICA EM DU,19246547000108,013722,5.0,20250331,        
W SUL DIST E IMP DE,08111865000137,013722,5.0,20250331,20250331
W.SP LOGISTICA,11247454000188,013722,10.0,20250331,        
W.SP LOGISTICA,11247454000188,013722,10.0,20250331,        
MB DISTRIBUIDORA,06752049000268,013722,5.0,20250331,20250331
MB DISTRIBUIDORA,06752049000268,013722,5.0,20250331,20250331
W.SP LOGISTICA,11247454000188,013724,10.0,20250107,20250110
LM MOTO,70963418000341,013724,5.0,20250331,20250402
W.CO LOGISTICA EM DU,19246547000108,013724,10.0,20250331,        
W.CO LOGISTICA EM DU,19246547000108,013724,5.0,20250331,        
W SUL DIST E IMP DE,08111865000137,013724,10.0,20250331,20250331
W.SP LOGISTICA,11247454000188,013724,10.0,20250331,        
W.SP LOGISTICA,11247454000188,013724,10.0,20250331,        
MB DISTRIBUIDORA,06752049000268,013724,5.0,20250331,20250331
MB DISTRIBUIDORA,06752049000268,013724,5.0,20250331,20250331
LM MOTO,70963418000341,016041,10.0,20250107,20250110
LM MOTO,70963418000341,013224,50.0,20250311,20250319
LM MOTO,70963418000341,013224,50.0,20250207,20250211
W. NORTE,51050054000364,013224,50.0,20250207,20250228
W. NORDESTE,22101582000135,013224,150.0,20250207,20250210
W SUL DIST E IMP DE,08111865000137,013224,50.0,20250311,20250314
MB DISTRIBUIDORA,06752049000268,013224,300.0,20250207,20250211
W.SP LOGISTICA,11247454000188,013224,400.0,20250207,20250214
W SUL DIST E IMP DE,08111865000137,013224,150.0,20250207,20250218
W.SP LOGISTICA,11247454000188,013224,250.0,20250311,20250311
W.SP LOGISTICA,11247454000188,013224,100.0,20250311,20250311
W.CO LOGISTICA EM DU,19246547000108,013224,50.0,20250311,20250318
W SUL DIST E IMP DE,08111865000137,013224,100.0,20250307,20250314
LM MOTO,70963418000341,013226,50.0,20250311,20250319
LM MOTO,70963418000341,013226,50.0,20250207,20250211
W.CO LOGISTICA EM DU,19246547000108,013226,50.0,20250207,20250219
W. NORDESTE,22101582000135,013226,150.0,20250207,20250210
W.SP LOGISTICA,11247454000188,013226,500.0,20250207,20250214
W SUL DIST E IMP DE,08111865000137,013226,100.0,20250207,20250218
W SUL DIST E IMP DE,08111865000137,013226,50.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,013226,150.0,20250207,20250211
W SUL DIST E IMP DE,08111865000137,014725,10.0,20250115,20250116
W. NORTE,51050054000364,014725,1.0,20250324,20250403
W. NORTE,51050054000364,014725,2.0,20250324,20250403
MB DISTRIBUIDORA,06752049000268,014725,4.0,20250121,20250128
MB DISTRIBUIDORA,06752049000268,014725,0.0,20250122,        
MB DISTRIBUIDORA,06752049000268,014725,5.0,20250324,20250327
W.SP LOGISTICA,11247454000188,014811,400.0,20250210,20250214
LM MOTO,70963418000341,014811,10.0,20250324,20250402
W. NORDESTE,22101582000135,014812,20.0,20250107,20250116
W. NORDESTE,22101582000135,014812,20.0,20250220,20250224
W.SP LOGISTICA,11247454000188,014812,20.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,014812,20.0,20250107,20250116
LM MOTO,70963418000341,014812,20.0,20250107,20250110
W. NORDESTE,22101582000135,014812,10.0,20250220,20250224
W. NORTE,51050054000364,014812,10.0,20250306,20250306
MB DISTRIBUIDORA,06752049000268,014812,20.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,014812,10.0,20250220,20250220
W.SP LOGISTICA,11247454000188,014812,20.0,20250109,20250110
LM MOTO,70963418000341,014812,10.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,014812,10.0,20250107,20250114
W. NORTE,51050054000364,014812,10.0,20250107,20250114
W.SP LOGISTICA,11247454000188,014812,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,014812,10.0,20250220,20250221
W. NORDESTE,22101582000135,014872,6.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,015135,10.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,015135,10.0,20250117,20250128
W.SP LOGISTICA,11247454000188,015135,10.0,20250204,20250204
W.SP LOGISTICA,11247454000188,015139,10.0,20250117,20250124
W SUL DIST E IMP DE,08111865000137,015139,10.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,015139,2.0,20250116,20250128
MB DISTRIBUIDORA,06752049000268,015139,10.0,20250129,20250130
W.SP LOGISTICA,11247454000188,015143,20.0,20250117,20250124
W SUL DIST E IMP DE,08111865000137,015143,10.0,20250117,20250128
W SUL DIST E IMP DE,08111865000137,015169,15.0,20250107,20250116
W.CO LOGISTICA EM DU,19246547000108,015178,10.0,20250219,20250227
LM MOTO,70963418000341,015178,0.0,20250220,        
MB DISTRIBUIDORA,06752049000268,015178,20.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015178,50.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015178,10.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015178,10.0,20250220,20250221
LM MOTO,70963418000341,015178,10.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,015178,10.0,20250220,        
W.SP LOGISTICA,11247454000188,015178,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015178,20.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015205,10.0,20250115,20250116
W SUL DIST E IMP DE,08111865000137,015232,5.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,015232,5.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,015253,20.0,20250130,20250218
MB DISTRIBUIDORA,06752049000268,015253,10.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015253,10.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015253,10.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015253,20.0,20250220,20250221
W.CO LOGISTICA EM DU,19246547000108,015255,10.0,20250219,20250219
W.CO LOGISTICA EM DU,19246547000108,015255,10.0,20250220,        
LM MOTO,70963418000341,015255,10.0,20250220,20250221
LM MOTO,70963418000341,015255,10.0,20250220,20250221
W. NORTE,51050054000364,015255,10.0,20250220,20250228
W. NORTE,51050054000364,015255,10.0,20250220,20250228
W SUL DIST E IMP DE,08111865000137,015255,10.0,20250307,20250314
W.SP LOGISTICA,11247454000188,015255,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015255,10.0,20250220,20250221
MB DISTRIBUIDORA,06752049000268,015255,10.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015255,50.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015255,10.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015255,10.0,20250220,20250221
W. NORDESTE,22101582000135,015266,10.0,20250220,20250224
W.CO LOGISTICA EM DU,19246547000108,015266,10.0,20250219,20250219
W.CO LOGISTICA EM DU,19246547000108,015266,10.0,20250220,        
W.SP LOGISTICA,11247454000188,015266,20.0,20250220,20250221
W SUL DIST E IMP DE,08111865000137,015266,10.0,20250306,20250307
MB DISTRIBUIDORA,06752049000268,015266,10.0,20250220,20250224
W SUL DIST E IMP DE,08111865000137,015266,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015266,20.0,20250220,20250221
MB DISTRIBUIDORA,06752049000268,015266,10.0,20250220,20250220
W. NORDESTE,22101582000135,015283,8.0,20250109,20250116
MB DISTRIBUIDORA,06752049000268,015283,10.0,20250110,20250114
LM MOTO,70963418000341,015294,100.0,20250228,20250306
W. NORDESTE,22101582000135,015294,100.0,20250228,20250312
W. NORDESTE,22101582000135,015294,100.0,20250305,20250320
W.SP LOGISTICA,11247454000188,015294,500.0,20250228,20250321
MB DISTRIBUIDORA,06752049000268,015294,100.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,015294,100.0,20250228,20250306
LM MOTO,70963418000341,013285,100.0,20250228,20250306
W. NORDESTE,22101582000135,013285,100.0,20250228,20250312
W. NORDESTE,22101582000135,013285,100.0,20250305,20250320
W.SP LOGISTICA,11247454000188,013285,200.0,20250228,20250321
MB DISTRIBUIDORA,06752049000268,013285,100.0,20250115,20250116
LM MOTO,70963418000341,013287,200.0,20250228,20250306
LM MOTO,70963418000341,013287,100.0,20250228,20250306
W.SP LOGISTICA,11247454000188,013287,400.0,20250228,20250321
W SUL DIST E IMP DE,08111865000137,013383,2.0,20250221,20250307
W SUL DIST E IMP DE,08111865000137,013383,2.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,013383,6.0,20250307,20250314
W.CO LOGISTICA EM DU,19246547000108,013457,2.0,20250324,20250327
LM MOTO,70963418000341,013457,7.0,20250324,20250402
W. NORDESTE,22101582000135,013457,10.0,20250324,20250328
W SUL DIST E IMP DE,08111865000137,013457,5.0,20250324,20250331
W SUL DIST E IMP DE,08111865000137,013457,24.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,013457,0.0,20250122,        
W. NORTE,51050054000364,013457,1.0,20250324,20250403
W. NORTE,51050054000364,013457,2.0,20250324,20250403
MB DISTRIBUIDORA,06752049000268,013457,30.0,20250324,20250327
LM MOTO,70963418000341,013457,34.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,013457,9.0,20250324,20250327
W. NORDESTE,22101582000135,013457,5.0,20250324,20250328
W. NORDESTE,22101582000135,013500,50.0,20250311,20250312
W. NORDESTE,22101582000135,015334,30.0,20250220,20250224
W.CO LOGISTICA EM DU,19246547000108,015334,10.0,20250219,20250219
W.CO LOGISTICA EM DU,19246547000108,015334,10.0,20250219,20250227
W.CO LOGISTICA EM DU,19246547000108,015334,10.0,20250220,        
W. NORDESTE,22101582000135,015334,130.0,20250220,20250224
LM MOTO,70963418000341,015334,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015334,10.0,20250220,20250221
W.SP LOGISTICA,11247454000188,015334,50.0,20250220,20250221
MB DISTRIBUIDORA,06752049000268,015334,30.0,20250220,20250220
MB DISTRIBUIDORA,06752049000268,015334,100.0,20250220,20250224
